county_name,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019
".McCulloch County, Texas","8,231","8,254","8,241","8,243","8,152","8,255","8,124","7,941","7,982","7,984"
".McLennan County, Texas","235,917","237,852","239,368","241,443","243,166","245,444","247,553","251,631","254,196","256,623"
".McMullen County, Texas",711,697,730,760,799,828,806,765,731,743
".Madison County, Texas","13,739","13,753","13,746","13,820","13,871","13,968","14,120","14,251","14,363","14,284"
".Marion County, Texas","10,485","10,475","10,374","10,277","10,149","10,136","10,125","10,057","9,915","9,854"
".Martin County, Texas","4,809","4,884","4,980","5,272","5,462","5,646","5,616","5,531","5,681","5,771"
".Mason County, Texas","4,010","4,033","4,056","4,120","4,095","4,057","4,161","4,179","4,259","4,274"
".Matagorda County, Texas","36,709","36,681","36,544","36,500","36,478","36,766","37,088","36,805","36,566","36,643"
".Maverick County, Texas","54,432","55,260","55,765","56,532","57,115","57,720","58,041","58,111","58,276","58,722"
".Medina County, Texas","46,114","46,507","46,796","47,238","47,830","48,402","49,254","50,183","50,862","51,584"
".Menard County, Texas","2,230","2,214","2,204","2,137","2,128","2,134","2,091","2,110","2,120","2,138"
".Midland County, Texas","136,974","140,224","147,332","152,356","156,725","162,328","163,850","165,318","172,505","176,832"
".Milam County, Texas","24,681","24,607","24,114","24,090","24,143","24,362","24,680","24,939","25,045","24,823"
".Mills County, Texas","4,968","4,883","4,832","4,872","4,872","4,889","4,884","4,917","4,883","4,873"
".Mitchell County, Texas","9,412","9,396","9,329","8,999","9,070","8,856","8,474","8,215","8,525","8,545"
".Montague County, Texas","19,718","19,759","19,477","19,387","19,365","19,252","19,390","19,399","19,584","19,818"
".Montgomery County, Texas","459,208","471,415","484,565","498,392","517,146","535,753","555,216","571,615","589,770","607,391"
".Moore County, Texas","22,005","22,070","22,430","22,146","21,986","21,725","21,641","21,604","21,083","20,940"
".Morris County, Texas","12,919","12,770","12,703","12,680","12,606","12,370","12,429","12,375","12,303","12,388"
".Motley County, Texas","1,205","1,200","1,197","1,192","1,149","1,146","1,170","1,226","1,232","1,200"
".Nacogdoches County, Texas","64,685","65,655","65,866","65,193","65,240","65,462","65,549","65,317","65,161","65,204"
".Navarro County, Texas","47,869","48,074","48,163","48,036","47,913","48,181","48,405","48,739","49,536","50,113"
".Newton County, Texas","14,448","14,563","14,434","14,341","14,292","14,158","14,160","13,908","13,751","13,595"
".Nolan County, Texas","15,244","15,143","14,932","15,068","15,126","15,111","15,044","14,854","14,799","14,714"
".Nueces County, Texas","340,245","343,263","347,939","352,946","356,657","360,504","361,642","361,235","362,026","362,294"
".Ochiltree County, Texas","10,171","10,444","10,612","10,704","10,715","10,698","10,257","9,996","9,866","9,836"
".Oldham County, Texas","2,050","2,072","2,046","2,088","2,069","2,064","2,074","2,104","2,118","2,112"
".Orange County, Texas","82,012","82,341","82,887","82,811","83,244","83,955","84,549","84,971","83,474","83,396"
".Palo Pinto County, Texas","28,095","28,062","27,867","27,886","28,041","27,966","28,125","28,544","28,874","29,189"
".Panola County, Texas","23,772","24,007","24,001","23,790","23,750","23,667","23,419","23,211","23,142","23,194"
".Parker County, Texas","117,316","118,320","119,482","119,785","122,147","125,640","128,967","133,501","138,070","142,878"
".Parmer County, Texas","10,265","10,276","10,184","9,986","9,952","9,794","9,762","9,710","9,719","9,605"
".Pecos County, Texas","15,523","15,643","15,568","15,660","15,828","16,030","15,881","15,634","15,709","15,823"
".Polk County, Texas","45,446","45,580","45,510","45,522","45,813","46,613","47,656","48,990","49,955","51,353"
".Potter County, Texas","121,371","122,305","122,739","122,127","122,061","121,272","120,632","120,340","118,711","117,415"
".Presidio County, Texas","7,875","7,754","7,619","7,386","7,194","7,057","7,156","7,100","6,856","6,704"
".Rains County, Texas","10,913","11,003","10,939","11,033","11,013","11,136","11,304","11,730","12,147","12,514"
".Randall County, Texas","121,179","123,424","124,975","126,753","128,733","130,368","132,342","134,015","135,691","137,713"
".Reagan County, Texas","3,353","3,393","3,477","3,633","3,785","3,807","3,726","3,712","3,736","3,849"
".Real County, Texas","3,322","3,431","3,352","3,318","3,347","3,297","3,399","3,417","3,477","3,452"
".Red River County, Texas","12,874","12,682","12,723","12,487","12,445","12,345","12,179","12,164","12,143","12,023"
".Reeves County, Texas","13,834","14,098","14,265","14,494","15,124","15,574","15,229","15,166","15,513","15,976"
".Refugio County, Texas","7,375","7,321","7,256","7,279","7,362","7,326","7,272","7,180","7,000","6,948"
".Roberts County, Texas",924,926,942,919,914,910,910,941,898,854
".Robertson County, Texas","16,555","16,657","16,455","16,431","16,468","16,698","16,804","17,153","17,219","17,074"
".Rockwall County, Texas","78,919","81,045","82,710","84,670","87,064","90,170","93,421","96,824","100,546","104,915"
".Runnels County, Texas","10,508","10,500","10,335","10,196","10,294","10,387","10,276","10,282","10,178","10,264"
".Rusk County, Texas","53,361","53,702","53,793","53,332","53,212","52,965","52,892","54,213","54,301","54,406"
".Sabine County, Texas","10,871","10,727","10,524","10,424","10,428","10,440","10,381","10,417","10,576","10,542"
".San Augustine County, Texas","8,854","8,799","8,789","8,663","8,481","8,349","8,288","8,302","8,254","8,237"
".San Jacinto County, Texas","26,474","26,780","26,942","26,731","27,049","27,361","27,732","28,231","28,717","28,859"
".San Patricio County, Texas","64,431","64,458","65,260","66,134","66,656","67,117","67,311","67,210","66,671","66,730"
".San Saba County, Texas","6,134","6,047","5,990","5,960","5,858","5,922","5,922","5,996","6,060","6,055"
".Schleicher County, Texas","3,503","3,310","3,259","3,191","3,164","3,195","3,057","2,989","2,880","2,793"
".Scurry County, Texas","16,928","16,868","17,125","17,272","17,377","17,570","17,394","17,003","16,812","16,703"
".Shackelford County, Texas","3,383","3,334","3,361","3,375","3,316","3,333","3,337","3,289","3,256","3,265"
".Shelby County, Texas","25,458","25,733","26,062","25,977","25,607","25,373","25,566","25,225","25,307","25,274"
".Sherman County, Texas","3,025","3,014","3,039","3,070","3,065","3,058","3,070","3,046","3,101","3,022"
".Smith County, Texas","210,408","212,764","214,811","216,475","219,642","222,390","225,161","227,195","229,749","232,751"
".Somervell County, Texas","8,500","8,426","8,554","8,566","8,559","8,618","8,671","8,855","9,030","9,128"
".Starr County, Texas","61,134","61,642","61,970","62,381","62,965","63,484","63,894","64,130","64,249","64,633"
".Stephens County, Texas","9,620","9,536","9,614","9,371","9,342","9,385","9,377","9,287","9,405","9,366"
".Sterling County, Texas","1,137","1,170","1,191","1,229","1,340","1,333","1,339","1,287","1,304","1,291"
".Stonewall County, Texas","1,496","1,463","1,452","1,418","1,388","1,398","1,401","1,376","1,352","1,350"
".Sutton County, Texas","4,062","3,987","3,916","3,982","3,969","3,915","3,886","3,792","3,752","3,776"
".Swisher County, Texas","7,918","7,804","7,845","7,720","7,554","7,477","7,428","7,446","7,413","7,397"
".Tarrant County, Texas","1,817,480","1,847,882","1,882,205","1,912,767","1,946,122","1,984,880","2,023,556","2,056,451","2,081,446","2,102,515"
".Taylor County, Texas","131,835","132,853","134,084","133,927","134,987","136,133","136,257","136,634","137,294","138,034"
".Terrell County, Texas","1,011",950,921,891,910,867,818,814,810,776
".Terry County, Texas","12,682","12,661","12,632","12,713","12,795","12,759","12,770","12,429","12,344","12,337"
".Throckmorton County, Texas","1,639","1,637","1,610","1,606","1,613","1,559","1,537","1,510","1,504","1,501"
".Titus County, Texas","32,419","32,452","32,612","32,587","32,502","32,626","32,463","32,619","32,743","32,750"
".Tom Green County, Texas","110,678","111,751","113,307","114,680","116,319","117,514","117,634","117,566","118,014","119,200"
".Travis County, Texas","1,030,503","1,061,709","1,096,886","1,122,248","1,152,260","1,179,805","1,206,110","1,227,585","1,246,572","1,273,954"
".Trinity County, Texas","14,729","14,686","14,372","14,445","14,298","14,539","14,543","14,677","14,688","14,651"
".Tyler County, Texas","21,764","21,674","21,504","21,508","21,468","21,370","21,423","21,517","21,609","21,672"
".Upshur County, Texas","39,377","39,731","39,918","39,757","40,280","40,317","40,771","41,069","41,179","41,753"
".Upton County, Texas","3,338","3,284","3,263","3,386","3,482","3,652","3,690","3,658","3,637","3,657"
".Uvalde County, Texas","26,443","26,588","26,746","26,904","27,022","26,949","27,081","27,043","26,787","26,741"
".Val Verde County, Texas","48,971","48,972","48,976","49,044","48,845","48,891","48,911","49,028","48,988","49,025"
".Van Zandt County, Texas","52,579","52,487","52,207","52,328","52,781","53,430","54,367","55,163","55,966","56,590"
".Victoria County, Texas","86,883","87,557","89,116","90,066","91,042","92,136","92,402","92,045","91,878","92,084"
".Walker County, Texas","68,241","68,409","68,609","69,404","70,076","70,836","71,845","72,816","73,136","72,971"
".Waller County, Texas","43,519","44,101","44,335","45,408","46,765","48,641","50,046","51,717","53,512","55,246"
".Ward County, Texas","10,594","10,671","10,823","11,205","11,571","11,631","11,571","11,383","11,709","11,998"
".Washington County, Texas","33,708","33,966","33,930","34,201","34,403","34,836","34,740","34,861","35,496","35,882"
".Webb County, Texas","251,370","255,935","260,595","264,430","267,465","269,865","272,301","273,691","275,120","276,652"
".Wharton County, Texas","41,281","41,287","41,136","41,122","41,095","41,383","41,609","41,837","41,499","41,556"
".Wheeler County, Texas","5,387","5,446","5,589","5,716","5,696","5,658","5,518","5,300","5,158","5,056"
".Wichita County, Texas","131,794","130,803","131,701","132,192","132,646","130,961","131,295","131,689","131,807","132,230"
".Wilbarger County, Texas","13,509","13,452","13,289","13,204","12,988","13,055","12,880","12,683","12,777","12,769"
".Willacy County, Texas","22,225","22,167","22,208","22,019","21,935","21,863","21,761","21,508","21,450","21,358"
".Williamson County, Texas","426,287","442,031","455,750","470,017","487,913","507,133","527,622","546,251","566,463","590,551"
".Wilson County, Texas","43,051","43,667","44,353","45,217","46,145","47,178","48,212","49,211","50,196","51,070"
".Winkler County, Texas","7,085","7,165","7,371","7,635","7,819","8,027","7,915","7,605","7,778","8,010"
".Wise County, Texas","59,115","59,967","60,424","61,019","61,702","62,857","64,478","65,848","68,284","69,984"
".Wood County, Texas","41,977","42,092","42,383","42,346","42,764","43,117","43,753","44,263","45,157","45,539"
".Yoakum County, Texas","7,851","7,971","8,055","8,222","8,398","8,644","8,652","8,557","8,590","8,713"
".Young County, Texas","18,522","18,355","18,278","18,354","18,274","18,163","18,098","17,922","17,986","18,010"
".Zapata County, Texas","14,087","14,227","14,276","14,385","14,376","14,493","14,446","14,254","14,149","14,179"
".Zavala County, Texas","11,729","11,875","12,014","12,195","12,243","12,310","12,121","11,957","11,969","11,840"
".Beaver County, Utah","6,655","6,559","6,500","6,457","6,432","6,353","6,478","6,421","6,625","6,710"
".Box Elder County, Utah","50,175","50,239","50,201","50,727","51,300","51,826","52,975","53,977","54,906","56,046"
".Cache County, Utah","113,386","114,781","115,895","117,025","117,894","119,697","122,201","124,236","126,400","128,289"
".Carbon County, Utah","21,403","21,305","21,222","20,903","20,636","20,391","20,324","20,131","20,233","20,463"
".Daggett County, Utah","1,077","1,162","1,095","1,140","1,124","1,107","1,076","1,013",974,950
".Davis County, Utah","307,910","311,852","315,926","322,228","328,714","334,597","341,000","346,658","351,101","355,481"
".Duchesne County, Utah","18,647","18,700","19,000","19,960","20,199","20,748","20,242","19,868","19,943","19,938"
".Emery County, Utah","11,005","10,985","10,939","10,759","10,638","10,359","10,206","10,006","10,003","10,012"
".Garfield County, Utah","5,197","5,149","5,063","5,029","5,005","4,962","4,952","5,025","5,002","5,051"
".Grand County, Utah","9,312","9,298","9,358","9,376","9,481","9,551","9,622","9,589","9,686","9,754"
".Iron County, Utah","46,263","46,622","46,646","46,530","47,041","48,113","49,676","50,761","52,678","54,839"
".Juab County, Utah","10,264","10,313","10,295","10,261","10,410","10,551","11,016","11,293","11,629","12,017"
".Kane County, Utah","7,213","7,295","7,173","7,124","7,167","7,039","7,297","7,520","7,677","7,886"
".Millard County, Utah","12,541","12,570","12,468","12,555","12,538","12,620","12,655","12,821","12,987","13,188"
".Morgan County, Utah","9,522","9,653","9,807","10,207","10,601","11,039","11,370","11,829","11,956","12,124"
".Piute County, Utah","1,565","1,499","1,497","1,488","1,467","1,491","1,459","1,407","1,438","1,479"
".Rich County, Utah","2,254","2,294","2,257","2,263","2,273","2,300","2,313","2,395","2,456","2,483"
".Salt Lake County, Utah","1,032,976","1,047,610","1,063,956","1,079,392","1,090,005","1,102,273","1,120,109","1,136,719","1,148,692","1,160,437"
".San Juan County, Utah","14,824","14,839","15,037","14,988","15,058","15,239","15,329","15,277","15,358","15,308"
".Sanpete County, Utah","27,940","28,003","27,961","28,128","28,297","28,654","29,232","29,921","30,503","30,939"
".Sevier County, Utah","20,798","20,870","20,658","20,747","20,735","20,858","21,131","21,292","21,497","21,620"
".Summit County, Utah","36,500","37,421","37,864","38,420","39,113","39,640","40,512","41,330","41,890","42,145"
".Tooele County, Utah","58,502","59,190","59,792","60,633","61,442","62,639","64,612","67,486","69,989","72,259"
".Uintah County, Utah","32,467","33,241","34,641","35,682","36,918","37,791","36,264","35,228","35,405","35,734"
".Utah County, Utah","519,998","530,688","539,685","551,273","560,649","572,667","590,288","606,742","621,520","636,235"
".Wasatch County, Utah","23,644","24,408","25,344","26,584","27,814","29,118","30,375","31,890","33,067","34,091"
