Areaname,land_area
"Clermont, OH",457.74
"Clinton, OH",412.31
"Columbiana, OH",535.22
"Coshocton, OH",567.61
"Crawford, OH",402.85
"Cuyahoga, OH",1245.62
"Darke, OH",600.38
"Defiance, OH",414.21
"Delaware, OH",455.99
"Erie, OH",625.78
"Fairfield, OH",508.58
"Fayette, OH",407.11
"Franklin, OH",543.35
"Fulton, OH",407.36
"Gallia, OH",471.16
"Geauga, OH",408.71
"Greene, OH",416.24
"Guernsey, OH",528.33
"Hamilton, OH",412.81
"Hancock, OH",533.64
"Hardin, OH",470.55
"Harrison, OH",410.81
"Henry, OH",420
"Highland, OH",557.89
"Hocking, OH",423.62
"Holmes, OH",424.04
"Huron, OH",494.94
"Jackson, OH",421.52
"Jefferson, OH",410.89
"Knox, OH",529.56
"Lake, OH",979.02
"Lawrence, OH",457.3
"Licking, OH",688.39
"Logan, OH",466.81
"Lorain, OH",923.09
"Lucas, OH",560.64
"Madison, OH",465.97
"Mahoning, OH",423.4
"Marion, OH",404.17
"Medina, OH",423.13
"Meigs, OH",432.41
"Mercer, OH",473.32
"Miami, OH",409.19
"Monroe, OH",457.48
"Montgomery, OH",464.39
"Morgan, OH",421.88
"Morrow, OH",407.38
"Muskingum, OH",672.61
"Noble, OH",404.6
"Ottawa, OH",620.41
"Paulding, OH",418.92
"Perry, OH",412.62
"Pickaway, OH",506.84
"Pike, OH",443.98
"Portage, OH",507.14
"Preble, OH",426.35
"Putnam, OH",484.28
"Richland, OH",500.36
"Ross, OH",693
"Sandusky, OH",417.8
"Scioto, OH",616.12
"Seneca, OH",552.41
"Shelby, OH",411.06
"Stark, OH",580.94
"Summit, OH",420.1
"Trumbull, OH",634.08
"Tuscarawas, OH",571.53
"Union, OH",437
"Van Wert, OH",410.51
"Vinton, OH",414.99
"Warren, OH",407.14
"Washington, OH",640.18
"Wayne, OH",556.34
"Williams, OH",423.08
"Wood, OH",620.58
"Wyandot, OH",407.65
OKLAHOMA,69902.9
"Adair, OK",577.06
"Alfalfa, OK",881.5
"Atoka, OK",990.05
"Beaver, OK",1817.68
"Beckham, OK",904.19
"Blaine, OK",938.94
"Bryan, OK",943.49
"Caddo, OK",1290.41
"Canadian, OK",905.25
"Carter, OK",833.78
"Cherokee, OK",776.45
"Choctaw, OK",800.72
"Cimarron, OK",1841.27
"Cleveland, OK",558.39
"Coal, OK",521.32
"Comanche, OK",1083.91
"Cotton, OK",641.99
"Craig, OK",762.78
"Creek, OK",969.82
"Custer, OK",1002.07
"Delaware, OK",792.37
"Dewey, OK",1008.34
"Ellis, OK",1231.94
"Garfield, OK",1060
"Garvin, OK",813.73
"Grady, OK",1105.38
"Grant, OK",1003.67
"Greer, OK",643.71
"Harmon, OK",538.6
"Harper, OK",1041.02
"Haskell, OK",625.29
"Hughes, OK",814.69
"Jackson, OK",804.22
"Jefferson, OK",773.88
"Johnston, OK",658.33
"Kay, OK",945.2
"Kingfisher, OK",906.03
"Kiowa, OK",1030.74
"Latimer, OK",729.16
"Le Flore, OK",1608.14
"Lincoln, OK",965.68
"Logan, OK",748.98
"Love, OK",531.99
"McClain, OK",580.18
"McCurtain, OK",1901.45
"McIntosh, OK",712.49
"Major, OK",957.92
"Marshall, OK",426.98
"Mayes, OK",683.55
"Murray, OK",424.95
"Muskogee, OK",839.01
"Noble, OK",742.5
"Nowata, OK",580.93
"Okfuskee, OK",628.94
"Oklahoma, OK",718.38
"Okmulgee, OK",702.36
"Osage, OK",2303.94
"Ottawa, OK",484.77
"Pawnee, OK",594.92
"Payne, OK",697.18
"Pittsburg, OK",1377.92
"Pontotoc, OK",725.5
"Pottawatomie, OK",793.39
"Pushmataha, OK",1422.86
"Roger Mills, OK",1146.53
"Rogers, OK",711.49
"Seminole, OK",640.55
"Sequoyah, OK",714.93
"Stephens, OK",891.19
"Texas, OK",2048.97
"Tillman, OK",879.29
"Tulsa, OK",587.05
"Wagoner, OK",591.01
"Washington, OK",424.19
"Washita, OK",1009.14
"Woods, OK",1290.14
"Woodward, OK",1246.09
OREGON,98385.75
"Baker, OR",3088.61
"Benton, OR",679.01
"Clackamas, OR",1879.13
"Clatsop, OR",1084.8
"Columbia, OR",688.37
"Coos, OR",1806.45
"Crook, OR",2987.55
"Curry, OR",1988.64
"Deschutes, OR",3054.96
"Douglas, OR",5134.06
"Gilliam, OR",1222.91
"Grant, OR",4529.53
"Harney, OR",10227.05
"Hood River, OR",533.6
"Jackson, OR",2801.94
"Jefferson, OR",1791.27
"Josephine, OR",1641.66
"Klamath, OR",6136.19
"Lake, OR",8359.03
"Lane, OR",4721.95
"Lincoln, OR",1193.89
"Linn, OR",2309.3
"Malheur, OR",9930.51
"Marion, OR",1195.2
"Morrow, OR",2048.68
"Multnomah, OR",465.7
"Polk, OR",744.21
"Sherman, OR",831.29
"Tillamook, OR",1332.86
"Umatilla, OR",3231.34
"Union, OR",2038.4
"Wallowa, OR",3151.78
"Wasco, OR",2395.46
"Washington, OR",726.43
"Wheeler, OR",1715.55
"Yamhill, OR",718.41
PENNSYLVANIA,46058.24
"Adams, PA",521.56
"Allegheny, PA",744.73
"Armstrong, PA",664.48
"Beaver, PA",443.94
"Bedford, PA",1017.49
"Berks, PA",865.68
"Blair, PA",527.17
"Bradford, PA",1161.09
"Bucks, PA",622.15
"Butler, PA",794.85
"Cambria, PA",693.48
"Cameron, PA",398.61
"Carbon, PA",388.79
"Centre, PA",1111.93
"Chester, PA",759.86
"Clarion, PA",608.99
"Clearfield, PA",1153.87
"Clinton, PA",898.12
"Columbia, PA",489.81
"Crawford, PA",1037.82
"Cumberland, PA",551.2
"Dauphin, PA",557.57
"Delaware, PA",190.77
"Elk, PA",832.27
"Erie, PA",1558.49
"Fayette, PA",797.99
"Forest, PA",431.42
"Franklin, PA",772.69
"Fulton, PA",438.06
"Greene, PA",577.99
"Huntingdon, PA",890.3
"Indiana, PA",834.35
"Jefferson, PA",656.91
"Juniata, PA",393.61
"Lackawanna, PA",464.57
"Lancaster, PA",983.9
"Lawrence, PA",362.78
"Lebanon, PA",362.61
"Lehigh, PA",348.33
"Luzerne, PA",907.14
"Lycoming, PA",1243.84
"McKean, PA",984.22
"Mercer, PA",682.62
"Mifflin, PA",413.46
"Monroe, PA",616.05
"Montgomery, PA",487.47
"Montour, PA",132.3
"Northampton, PA",377.41
"Northumberland, PA",477.4
"Perry, PA",555.81
"Philadelphia, PA",142.68
"Pike, PA",566.66
"Potter, PA",1081.47
"Schuylkill, PA",782.63
"Snyder, PA",332.18
"Somerset, PA",1081.26
"Sullivan, PA",452.37
"Susquehanna, PA",832.44
"Tioga, PA",1137.35
"Union, PA",317.15
"Venango, PA",683.08
"Warren, PA",897.83
"Washington, PA",861
"Wayne, PA",750.59
"Westmoreland, PA",1036.46
"Wyoming, PA",404.82
"York, PA",910.34
RHODE ISLAND,1545.1
"Bristol, RI",44.71
"Kent, RI",188.01
"Newport, RI",313.65
"Providence, RI",435.85
"Washington, RI",562.9
SOUTH CAROLINA,32007.11
"Abbeville, SC",511.1
"Aiken, SC",1080.53
"Allendale, SC",412.59
"Anderson, SC",757.47
"Bamberg, SC",395.49
"Barnwell, SC",557.29
"Beaufort, SC",923
"Berkeley, SC",1229.23
"Calhoun, SC",392.36
"Charleston, SC",1357.14
"Cherokee, SC",397.3
"Chester, SC",586.19
"Chesterfield, SC",805.84
"Clarendon, SC",695.71
"Colleton, SC",1132.05
"Darlington, SC",567.55
"Dillon, SC",406.56
"Dorchester, SC",576.74
"Edgefield, SC",506.56
"Fairfield, SC",709.98
"Florence, SC",803.05
"Georgetown, SC",1035.09
"Greenville, SC",797.01
"Greenwood, SC",462.95
"Hampton, SC",562.72
"Horry, SC",1255
"Jasper, SC",685.84
"Kershaw, SC",740.31
"Lancaster, SC",555.32
"Laurens, SC",722.02
"Lee, SC",411.33
"Lexington, SC",759.49
"McCormick, SC",393.89
"Marion, SC",494.11
"Marlboro, SC",485.3
"Newberry, SC",647.32
"Oconee, SC",673.63
"Orangeburg, SC",1127.83
"Pickens, SC",511.87
"Richland, SC",771.74
"Saluda, SC",460.64
"Spartanburg, SC",819.21
"Sumter, SC",682.08
"Union, SC",515.96
"Williamsburg, SC",936.97
"York, SC",695.77
SOUTH DAKOTA,77121.46
"Aurora, SD",712.58
"Beadle, SD",1264.93
"Bennett, SD",1190.7
"Bon Homme, SD",581.37
"Brookings, SD",804.82
"Brown, SD",1731.36
"Brule, SD",846.56
"Buffalo, SD",487.46
"Butte, SD",2266.43
"Campbell, SD",771.39
"Charles Mix, SD",1150.27
"Clark, SD",967.88
"Clay, SD",416.73
"Codington, SD",717.13
"Corson, SD",2529.52
"Custer, SD",1559.22
"Davison, SD",436.81
"Day, SD",1091.29
"Deuel, SD",636.75
"Dewey, SD",2445.83
"Douglas, SD",434.16
"Edmunds, SD",1151.23
"Fall River, SD",1749.24
"Faulk, SD",1005.77
"Grant, SD",687.95
"Gregory, SD",1053.51
"Haakon, SD",1827.37
"Hamlin, SD",537.99
"Hand, SD",1440.34
"Hanson, SD",435.67
"Harding, SD",2677.64
"Hughes, SD",800.35
"Hutchinson, SD",814.45
"Hyde, SD",866.66
"Jackson, SD",1871.41
"Jerauld, SD",532.67
"Jones, SD",971.75
"Kingsbury, SD",863.73
"Lake, SD",575.1
"Lawrence, SD",800.34
"Lincoln, SD",578.64
"Lyman, SD",1707.18
"McCook, SD",577.21
"McPherson, SD",1151.92
"Marshall, SD",885.67
"Meade, SD",3482.67
"Mellette, SD",1309.87
"Miner, SD",572.03
"Minnehaha, SD",813.74
"Moody, SD",521.13
"Pennington, SD",2784.46
"Perkins, SD",2890.85
"Potter, SD",898.47
"Roberts, SD",1135.42
"Sanborn, SD",570.25
"Shannon, SD",2096.72
"Spink, SD",1510.18
"Stanley, SD",1517.06
"Sully, SD",1070.42
"Todd, SD",1391
"Tripp, SD",1617.51
"Turner, SD",617.5
"Union, SD",467.11
"Walworth, SD",744.25
"Yankton, SD",532.66
"Ziebach, SD",1971.21
TENNESSEE,42146.01
"Anderson, TN",344.83
"Bedford, TN",474.89
"Benton, TN",436.23
"Bledsoe, TN",406.73
"Blount, TN",566.66
"Bradley, TN",331.52
"Campbell, TN",498.27
"Cannon, TN",265.73
"Carroll, TN",599.89
"Carter, TN",347.64
"Cheatham, TN",307.16
"Chester, TN",288.76
"Claiborne, TN",441.56
"Clay, TN",259.26
"Cocke, TN",443.17
"Coffee, TN",434.49
"Crockett, TN",265.49
"Cumberland, TN",684.97
"Davidson, TN",526.16
"Decatur, TN",344.93
"DeKalb, TN",329
"Dickson, TN",491.34
"Dyer, TN",526.52
"Fayette, TN",706.27
"Fentress, TN",499
"Franklin, TN",574.37
"Gibson, TN",603.64
"Giles, TN",611.22
"Grainger, TN",302.46
"Greene, TN",624.27
"Grundy, TN",361.17
"Hamblen, TN",175.78
"Hamilton, TN",575.76
"Hancock, TN",223.51
"Hardeman, TN",670.44
"Hardin, TN",596.36
"Hawkins, TN",499.66
"Haywood, TN",534.19
"Henderson, TN",525.95
"Henry, TN",593.49
"Hickman, TN",612.75
"Houston, TN",206.94
"Humphreys, TN",556.75
"Jackson, TN",319.57
"Jefferson, TN",314.34
"Johnson, TN",302.76
"Knox, TN",525.81
"Lake, TN",193.81
"Lauderdale, TN",507.17
"Lawrence, TN",617.96
"Lewis, TN",282.5
"Lincoln, TN",570.68
"Loudon, TN",247.04
"McMinn, TN",432.24
"McNairy, TN",560.87
"Macon, TN",307.2
"Madison, TN",558.68
"Marion, TN",513.8
"Marshall, TN",376.13
"Maury, TN",615.57
"Meigs, TN",216.79
"Monroe, TN",652.88
"Montgomery, TN",543.87
"Moore, TN",130.38
"Morgan, TN",522.41
"Obion, TN",555.38
"Overton, TN",434.83
"Perry, TN",422.93
"Pickett, TN",174.58
"Polk, TN",442.39
"Putnam, TN",402.44
"Rhea, TN",336.4
"Roane, TN",394.99
"Robertson, TN",476.72
"Rutherford, TN",624
"Scott, TN",533.25
"Sequatchie, TN",266.04
"Sevier, TN",597.77
"Shelby, TN",783.69
"Smith, TN",325.38
"Stewart, TN",493.22
"Sullivan, TN",429.71
"Sumner, TN",543.16
"Tipton, TN",474.76
"Trousdale, TN",116.65
"Unicoi, TN",186.49
"Union, TN",247.14
"Van Buren, TN",274.61
"Warren, TN",434.12
"Washington, TN",329.71
"Wayne, TN",735.65
"Weakley, TN",581.85
"White, TN",379.55
"Williamson, TN",583.67
"Wilson, TN",583.27
TEXAS,268600.96
"Anderson, TX",1078.05
"Andrews, TX",1501.09
"Angelina, TX",864.51
"Aransas, TX",528.01
"Archer, TX",925.85
"Armstrong, TX",913.85
"Atascosa, TX",1235.73
"Austin, TX",656.44
"Bailey, TX",827.43
"Bandera, TX",797.6
"Bastrop, TX",895.99
"Baylor, TX",901.08
"Bee, TX",880.39
"Bell, TX",1087.19
"Bexar, TX",1256.76
"Blanco, TX",713.46
"Borden, TX",906.11
"Bosque, TX",1002.72
"Bowie, TX",922.83
"Brazoria, TX",1597.54
"Brazos, TX",590.35
"Brewster, TX",6193.22
"Briscoe, TX",901.64
"Brooks, TX",943.67
"Brown, TX",957.03
"Burleson, TX",677.83
"Burnet, TX",1020.18
"Caldwell, TX",547.46
"Calhoun, TX",1032.24
"Callahan, TX",901.34
"Cameron, TX",1276.42
"Camp, TX",203.21
"Carson, TX",924.15
"Cass, TX",960.41
"Castro, TX",899.39
"Chambers, TX",868.59
"Cherokee, TX",1062.02
"Childress, TX",713.66
"Clay, TX",1116.23
"Cochran, TX",775.34
"Coke, TX",928.07
"Coleman, TX",1281.55
"Collin, TX",885.91
"Collingsworth, TX",919.48
"Colorado, TX",973.68
"Comal, TX",574.65
"Comanche, TX",947.74
"Concho, TX",993.75
"Cooke, TX",898.87
"Coryell, TX",1056.81
"Cottle, TX",901.66
"Crane, TX",785.65
"Crockett, TX",2807.66
"Crosby, TX",901.74
"Culberson, TX",3812.94
"Dallam, TX",1505.37
"Dallas, TX",908.87
"Dawson, TX",902.16
"Deaf Smith, TX",1498.36
"Delta, TX",277.94
"Denton, TX",957.72
"DeWitt, TX",910.55
"Dickens, TX",905.26
"Dimmit, TX",1334.58
"Donley, TX",933.09
"Duval, TX",1795.82
"Eastland, TX",931.98
"Ector, TX",901.76
"Edwards, TX",2120.13
"Ellis, TX",951.73
"El Paso, TX",1014.75
"Erath, TX",1089.88
"Falls, TX",773.86
"Fannin, TX",899.23
"Fayette, TX",959.92
"Fisher, TX",901.82
"Floyd, TX",992.57
"Foard, TX",707.74
"Fort Bend, TX",886.11
"Franklin, TX",294.79
"Freestone, TX",892.2
"Frio, TX",1134.39
"Gaines, TX",1502.91
"Galveston, TX",876.46
"Garza, TX",896.25
"Gillespie, TX",1061.58
"Glasscock, TX",901
"Goliad, TX",859.43
"Gonzales, TX",1069.91
"Gray, TX",929.3
"Grayson, TX",979.25
"Gregg, TX",276.41
"Grimes, TX",801.27
"Guadalupe, TX",714.23
"Hale, TX",1004.86
"Hall, TX",904.13
"Hamilton, TX",836.45
"Hansford, TX",920.48
"Hardeman, TX",697.05
"Hardin, TX",897.43
"Harris, TX",1777.89
"Harrison, TX",915.17
"Hartley, TX",1463.3
"Haskell, TX",910.33
"Hays, TX",679.85
"Hemphill, TX",912.11
"Henderson, TX",949.09
"Hidalgo, TX",1582.78
"Hill, TX",985.71
"Hockley, TX",908.57
"Hood, TX",436.82
"Hopkins, TX",792.8
"Houston, TX",1236.93
"Howard, TX",904.27
"Hudspeth, TX",4572.26
"Hunt, TX",882.09
"Hutchinson, TX",895.01
"Irion, TX",1051.68
"Jack, TX",920.18
"Jackson, TX",857.1
"Jasper, TX",969.68
"Jeff Davis, TX",2264.77
"Jefferson, TX",1111.32
"Jim Hogg, TX",1136.24
"Jim Wells, TX",868.3
"Johnson, TX",734.43
"Jones, TX",937.21
"Karnes, TX",753.58
"Kaufman, TX",806.87
"Kendall, TX",663.1
"Kenedy, TX",1945.6
"Kent, TX",902.97
"Kerr, TX",1107.76
"Kimble, TX",1251.02
"King, TX",913.38
"Kinney, TX",1365.4
"Kleberg, TX",1090.5
"Knox, TX",855.5
"Lamar, TX",932.53
"Lamb, TX",1017.8
"Lampasas, TX",714.02
"La Salle, TX",1494.36
"Lavaca, TX",970.44
"Lee, TX",634.09
"Leon, TX",1080.47
"Liberty, TX",1176.33
"Limestone, TX",933.22
"Lipscomb, TX",932.28
"Live Oak, TX",1078.94
"Llano, TX",966.25
"Loving, TX",676.88
"Lubbock, TX",900.74
"Lynn, TX",893.5
"McCulloch, TX",1073.43
"McLennan, TX",1060.27
"McMullen, TX",1142.71
"Madison, TX",472.48
"Marion, TX",420.39
"Martin, TX",915.69
"Mason, TX",932.26
"Matagorda, TX",1612.33
"Maverick, TX",1291.84
"Medina, TX",1334.63
"Menard, TX",902.32
"Midland, TX",902.03
"Milam, TX",1021.74
"Mills, TX",749.95
"Mitchell, TX",915.98
"Montague, TX",938.51
"Montgomery, TX",1076.91
"Moore, TX",909.68
"Morris, TX",258.65
"Motley, TX",989.87
"Nacogdoches, TX",981.41
"Navarro, TX",1086.27
"Newton, TX",939.57
"Nolan, TX",914.01
"Nueces, TX",1166.58
"Ochiltree, TX",918.14
"Oldham, TX",1501.53
"Orange, TX",379.56
"Palo Pinto, TX",985.56
"Panola, TX",821.39
"Parker, TX",910.15
"Parmer, TX",885.23
"Pecos, TX",4765.11
"Polk, TX",1109.91
"Potter, TX",922.06
"Presidio, TX",3856.54
"Rains, TX",258.89
"Randall, TX",922.49
"Reagan, TX",1176.09
"Real, TX",700.09
"Red River, TX",1057.67
"Reeves, TX",2642.13
"Refugio, TX",818.72
"Roberts, TX",924.25
"Robertson, TX",865.73
"Rockwall, TX",148.71
"Runnels, TX",1057.22
"Rusk, TX",938.7
"Sabine, TX",576.65
"San Augustine, TX",592.25
"San Jacinto, TX",627.96
"San Patricio, TX",707.11
"San Saba, TX",1138.33
"Schleicher, TX",1310.74
"Scurry, TX",907.61
"Shackelford, TX",915.61
"Shelby, TX",834.6
"Sherman, TX",923.27
"Smith, TX",949.55
"Somervell, TX",191.91
"Starr, TX",1229.38
"Stephens, TX",921.55
"Sterling, TX",923.58
"Stonewall, TX",920.31
"Sutton, TX",1454.52
"Swisher, TX",900.74
"Tarrant, TX",897.56
"Taylor, TX",919.34
"Terrell, TX",2357.94
"Terry, TX",890.96
"Throckmorton, TX",915.54
"Titus, TX",425.72
"Tom Green, TX",1540.63
"Travis, TX",1022.19
"Trinity, TX",714.05
"Tyler, TX",935.77
"Upshur, TX",592.72
"Upton, TX",1241.93
"Uvalde, TX",1558.71
"Val Verde, TX",3232.7
"Van Zandt, TX",859.56
"Victoria, TX",888.81
"Walker, TX",801.51
"Waller, TX",518.49
"Ward, TX",835.81
"Washington, TX",621.4
"Webb, TX",3375.67
"Wharton, TX",1094.51
"Wheeler, TX",915.39
"Wichita, TX",633.04
"Wilbarger, TX",978.16
"Willacy, TX",784.27
"Williamson, TX",1136.5
"Wilson, TX",808.64
"Winkler, TX",841.29
"Wise, TX",922.84
"Wood, TX",695.87
"Yoakum, TX",799.79
"Young, TX",930.9
"Zapata, TX",1058.18
"Zavala, TX",1301.82
UTAH,84904.12
"Beaver, UT",2592.43
"Box Elder, UT",6729.45
"Cache, UT",1173.17
"Carbon, UT",1484.69
"Daggett, UT",723.1
"Davis, UT",633.57
"Duchesne, UT",3256.29
"Emery, UT",4461.83
"Garfield, UT",5208.5
"Grand, UT",3694.3
"Iron, UT",3302.12
"Juab, UT",3406.46
"Kane, UT",4108.6
"Millard, UT",6828.51
"Morgan, UT",610.79
"Piute, UT",765.81
"Rich, UT",1086.36
"Salt Lake, UT",807.83
"San Juan, UT",7933.64
"Sanpete, UT",1602.71
"Sevier, UT",1918.41
"Summit, UT",1882.15
"Tooele, UT",7287.73
"Uintah, UT",4499.21
"Utah, UT",2141.06
"Wasatch, UT",1209.24
"Washington, UT",2430.07
"Wayne, UT",2466.61
"Weber, UT",659.49
VERMONT,9615
"Addison, VT",808.46
"Bennington, VT",677.72
"Caledonia, VT",657.74
"Chittenden, VT",619.62
"Essex, VT",673.83
"Franklin, VT",692.66
"Grand Isle, VT",194.66
"Lamoille, VT",463.47
"Orange, VT",691.97
"Orleans, VT",720.33
"Rutland, VT",944.43
"Washington, VT",695.83
"Windham, VT",798.18
"Windsor, VT",976.09
VIRGINIA,42768.88
"Accomack, VA",1310.18
"Albemarle, VA",726.24
"Alleghany, VA",446.93
"Amelia, VA",358.57
"Amherst, VA",478.81
"Appomattox, VA",334.75
"Arlington, VA",25.97
"Augusta, VA",972.28
"Bath, VA",534.59
"Bedford, VA",769.36
"Bland, VA",358.74
"Botetourt, VA",545.98
"Brunswick, VA",569.4
"Buchanan, VA",503.9
"Buckingham, VA",583.6
"Campbell, VA",507.28
"Caroline, VA",538.94
"Carroll, VA",477.84
"Charles City, VA",203.9
"Charlotte, VA",477.46
"Chesterfield, VA",438.43
"Clarke, VA",178.2
"Craig, VA",330.07
"Culpeper, VA",382.32
"Cumberland, VA",299.76
"Dickenson, VA",334.57
"Dinwiddie, VA",507.04
"Essex, VA",285.92
"Fairfax, VA",406.81
"Fauquier, VA",651.83
"Floyd, VA",381.49
"Fluvanna, VA",290.23
"Franklin, VA",711.6
"Frederick, VA",415.66
"Giles, VA",360.97
"Gloucester, VA",288.02
"Goochland, VA",290.01
"Grayson, VA",445.93
"Greene, VA",156.98
"Greensville, VA",296.83
"Halifax, VA",824.05
"Hanover, VA",474.11
"Henrico, VA",243.22
"Henry, VA",384.41
"Highland, VA",415.88
"Isle of Wight, VA",362.79
"James City, VA",179.73
"King and Queen, VA",326.35
"King George, VA",187.81
"King William, VA",285.67
"Lancaster, VA",231.36
"Lee, VA",437.34
"Loudoun, VA",521.14
"Louisa, VA",510.83
"Lunenburg, VA",432.4
"Madison, VA",321.81
"Mathews, VA",251.98
"Mecklenburg, VA",679.34
"Middlesex, VA",210.76
"Montgomery, VA",389.44
"Nelson, VA",474.34
"New Kent, VA",223.77
"Northampton, VA",795.4
"Northumberland, VA",285.68
"Nottoway, VA",316.13
"Orange, VA",343.44
"Page, VA",314.11
"Patrick, VA",485.88
"Pittsylvania, VA",978.21
"Powhatan, VA",262.42
"Prince Edward, VA",353.87
"Prince George, VA",281.55
"Prince William, VA",349.05
"Pulaski, VA",329.6
"Rappahannock, VA",266.86
"Richmond, VA",216.4
"Roanoke, VA",250.84
"Rockbridge, VA",601.02
"Rockingham, VA",853.35
"Russell, VA",476.78
"Scott, VA",538.66
"Shenandoah, VA",512.56
"Smyth, VA",452.33
"Southampton, VA",603.07
"Spotsylvania, VA",412.3
"Stafford, VA",279.55
"Surry, VA",310.32
"Sussex, VA",492.86
"Tazewell, VA",519.91
"Warren, VA",216.35
"Washington, VA",567.59
"Westmoreland, VA",252.65
"Wise, VA",404.56
"Wythe, VA",464.63
"York, VA",215.5
"Alexandria, VA",15.38
"Bedford, VA",6.86
"Bristol, VA",11.59
"Buena Vista, VA",6.83
"Charlottesville, VA",10.26
"Chesapeake, VA",350.92
"Clifton Forge, VA",3.1
"Colonial Heights, VA",7.79
"Covington, VA",4.44
"Danville, VA",43.94
"Emporia, VA",6.96
"Fairfax, VA",6.16
"Falls Church, VA",2
"Franklin, VA",7.72
"Fredericksburg, VA",10.52
"Galax, VA",8.07
"Hampton, VA",128.56
"Harrisonburg, VA",17.59
"Hopewell, VA",10.72
"Lexington, VA",2.49
"Lynchburg, VA",49.77
"Manassas, VA",10.03
"Manassas Park, VA",1.83
"Martinsville, VA",11.01
"Newport News, VA",119.03
"Norfolk, VA",96.3
"Norton, VA",7.26
"Petersburg, VA",23.22
"Poquoson, VA",78.43
"Portsmouth, VA",46.62
"Radford, VA",10.19
"Richmond, VA",62.61
"Roanoke, VA",42.93
"Salem, VA",14.55
"South Boston, VA",5.55
"Staunton, VA",19.76
"Suffolk, VA",429.09
"Virginia Beach, VA",497.35
"Waynesboro, VA",14.06
"Williamsburg, VA",8.74
"Winchester, VA",9.33
WASHINGTON,71302.65
"Adams, WA",1929.73
"Asotin, WA",640.69
"Benton, WA",1760.19
"Chelan, WA",2993.87
"Clallam, WA",2676.14
"Clark, WA",656.26
"Columbia, WA",873.52
"Cowlitz, WA",1166.41
"Douglas, WA",1848.74
"Ferry, WA",2257.46
"Franklin, WA",1265.38
"Garfield, WA",718.18
"Grant, WA",2791.37
"Grays Harbor, WA",2224.59
"Island, WA",517.39
"Jefferson, WA",2178.03
"King, WA",2306.77
"Kitsap, WA",565.98
"Kittitas, WA",2333.24
"Klickitat, WA",1904.29
"Lewis, WA",2436.43
"Lincoln, WA",2339.74
"Mason, WA",1051.09
"Okanogan, WA",5315.38
"Pacific, WA",1223.58
"Pend Oreille, WA",1425.34
"Pierce, WA",1806.67
"San Juan, WA",621.09
"Skagit, WA",1920.49
"Skamania, WA",1683.95
"Snohomish, WA",2196.53
"Spokane, WA",1780.82
"Stevens, WA",2540.66
"Thurston, WA",773.68
"Wahkiakum, WA",286.7
"Walla Walla, WA",1299.23
"Whatcom, WA",2503.64
"Whitman, WA",2177.61
"Yakima, WA",4311.78
WEST VIRGINIA,24231.44
"Barbour, WV",342.77
"Berkeley, WV",321.61
"Boone, WV",503.22
"Braxton, WV",516.2
"Brooke, WV",92.26
"Cabell, WV",288.04
"Calhoun, WV",280.65
"Clay, WV",343.85
"Doddridge, WV",320.51
"Fayette, WV",668.4
"Gilmer, WV",340.09
"Grant, WV",480.23
"Greenbrier, WV",1024.49
"Hampshire, WV",644.67
"Hancock, WV",88.36
"Hardy, WV",584.52
"Harrison, WV",416.63
"Jackson, WV",471.62
"Jefferson, WV",211.59
"Kanawha, WV",911.07
"Lewis, WV",389.79
"Lincoln, WV",438.61
"Logan, WV",455.63
"McDowell, WV",534.94
"Marion, WV",311.51
"Marshall, WV",312.2
"Mason, WV",444.84
"Mercer, WV",420.71
"Mineral, WV",329.16
"Mingo, WV",423.66
"Monongalia, WV",365.91
"Monroe, WV",473.68
"Morgan, WV",229.69
"Nicholas, WV",654.45
"Ohio, WV",108.86
"Pendleton, WV",698.21
"Pleasants, WV",134.6
"Pocahontas, WV",941.9
"Preston, WV",651.45
"Putnam, WV",350.42
"Raleigh, WV",609.38
"Randolph, WV",1040
"Ritchie, WV",453.61
"Roane, WV",483.8
"Summers, WV",367.73
"Taylor, WV",175.7
"Tucker, WV",421.13
"Tyler, WV",260.71
"Upshur, WV",354.89
"Wayne, WV",512.23
"Webster, WV",556.18
"Wetzel, WV",361.39
"Wirt, WV",234.85
"Wood, WV",376.98
"Wyoming, WV",501.85
WISCONSIN,65503.21
"Adams, WI",688.57
"Ashland, WI",2294.11
"Barron, WI",890.08
"Bayfield, WI",2041.75
"Brown, WI",615.47
"Buffalo, WI",709.63
"Burnett, WI",880.44
"Calumet, WI",397.06
"Chippewa, WI",1041.36
"Clark, WI",1219.14
"Columbia, WI",795.78
"Crawford, WI",599.29
"Dane, WI",1238.43
"Dodge, WI",907.08
"Door, WI",2369.94
"Douglas, WI",1480.03
"Dunn, WI",863.96
"Eau Claire, WI",645.31
"Florence, WI",497.52
"Fond du Lac, WI",765.87
"Forest, WI",1046.49
"Grant, WI",1183.44
"Green, WI",584.62
"Green Lake, WI",380.46
"Iowa, WI",768.16
"Iron, WI",919.29
"Jackson, WI",1000.08
"Jefferson, WI",582.8
"Juneau, WI",804.22
"Kenosha, WI",754.36
"Kewaunee, WI",1084.61
"La Crosse, WI",479.96
"Lafayette, WI",634.62
"Langlade, WI",887.95
"Lincoln, WI",906.97
"Manitowoc, WI",1493.85
"Marathon, WI",1576.24
"Marinette, WI",1550.26
"Marquette, WI",464.46
"Menominee, WI",365.02
"Milwaukee, WI",1189.8
"Monroe, WI",908.47
"Oconto, WI",1149.18
