date,Province_State,stabbr,doses_alloc_total,doses_alloc_moderna,doses_alloc_pfizer,doses_alloc_unknown,doses_shipped_total,doses_shipped_moderna,doses_shipped_pfizer,doses_shipped_unknown,doses_admin_total,doses_admin_moderna,doses_admin_pfizer,doses_admin_unknown,people_total,people_total_2nd_dose
01/02/2021,Hawaii,HI,,,,,,,,,25000.0,,,25000.0,,
01/03/2021,Hawaii,HI,,,,,,,,,25000.0,,,25000.0,,
01/04/2021,Hawaii,HI,,,,,,,,,25000.0,,,25000.0,,
01/05/2021,Hawaii,HI,,,,,,,,,25000.0,,,25000.0,,
01/06/2021,Hawaii,HI,,,,,,,,,25000.0,,,25000.0,,
01/07/2021,Hawaii,HI,,,,,,,,,25470.0,,,25470.0,,
01/08/2021,Hawaii,HI,,,,,,,,,25470.0,,,25470.0,,
01/09/2021,Hawaii,HI,,,,,,,,,25470.0,,,25470.0,,
01/10/2021,Hawaii,HI,,,,,,,,,25470.0,,,25470.0,,
01/11/2021,Hawaii,HI,,,,,,,,,25470.0,,,25470.0,,
01/12/2021,Hawaii,HI,,,,,,,,,25470.0,,,25470.0,,
01/13/2021,Hawaii,HI,,,,,,,,,40386.0,,,40386.0,,
01/14/2021,Hawaii,HI,,,,,,,,,40386.0,,,40386.0,,
01/15/2021,Hawaii,HI,,,,,,,,,40386.0,,,40386.0,,
01/16/2021,Hawaii,HI,,,,,,,,,40386.0,,,40386.0,,
01/17/2021,Hawaii,HI,,,,,,,,,40386.0,,,40386.0,,
01/18/2021,Hawaii,HI,,,,,,,,,40386.0,,,40386.0,,
01/19/2021,Hawaii,HI,,,,,,,,,40386.0,,,40386.0,,
01/20/2021,Hawaii,HI,,,,,,,,,40386.0,,,40386.0,,
01/21/2021,Hawaii,HI,,,,,154150.0,,,154150.0,70095.0,,,70095.0,,
01/22/2021,Hawaii,HI,,,,,154150.0,,,154150.0,70095.0,,,70095.0,,
01/23/2021,Hawaii,HI,,,,,154150.0,,,154150.0,94003.0,,,94003.0,,
01/24/2021,Hawaii,HI,,,,,154150.0,,,154150.0,94003.0,,,94003.0,,
01/25/2021,Hawaii,HI,,,,,154150.0,,,154150.0,94003.0,,,94003.0,,
01/26/2021,Hawaii,HI,,,,,154150.0,,,154150.0,106654.0,,,106654.0,,
01/27/2021,Hawaii,HI,,,,,154150.0,,,154150.0,109808.0,,,109808.0,,
01/28/2021,Hawaii,HI,203600.0,,,203600.0,170975.0,,,170975.0,120431.0,,,120431.0,,
01/29/2021,Hawaii,HI,203600.0,,,203600.0,170975.0,,,170975.0,127419.0,,,127419.0,,
01/30/2021,Hawaii,HI,203600.0,,,203600.0,170975.0,,,170975.0,137100.0,,,137100.0,,
12/11/2020,Idaho,ID,89150.0,40400.0,48750.0,,,,,,,,,,,
12/17/2020,Idaho,ID,,,,,,,,,321.0,,321.0,,321.0,
12/18/2020,Idaho,ID,,,,,,,,,944.0,,944.0,,944.0,
12/19/2020,Idaho,ID,,,,,,,,,2306.0,,2306.0,,2306.0,
12/20/2020,Idaho,ID,,,,,,,,,3582.0,,3582.0,,3582.0,
12/21/2020,Idaho,ID,,,,,,,,,4348.0,,,4348.0,4348.0,
12/22/2020,Idaho,ID,,,,,,,,,5665.0,,,5665.0,5665.0,
12/23/2020,Idaho,ID,,,,,,,,,6538.0,,,6538.0,6538.0,
12/24/2020,Idaho,ID,,,,,,,,,8490.0,,,8490.0,8490.0,
12/25/2020,Idaho,ID,,,,,,,,,8490.0,,,8490.0,8490.0,
12/26/2020,Idaho,ID,,,,,,,,,9673.0,,,9673.0,9673.0,
12/27/2020,Idaho,ID,,,,,,,,,10099.0,,,10099.0,10099.0,
12/28/2020,Idaho,ID,,,,,,,,,10459.0,,,10459.0,10459.0,
12/29/2020,Idaho,ID,,,,,,,,,11729.0,,,11729.0,11729.0,
12/30/2020,Idaho,ID,,,,,,,,,13686.0,,,13686.0,13686.0,
12/31/2020,Idaho,ID,,,,,,,,,15780.0,,,15780.0,15780.0,
01/01/2021,Idaho,ID,,,,,,,,,15780.0,,,15780.0,15780.0,
01/02/2021,Idaho,ID,,,,,,,,,18527.0,,,18527.0,18527.0,
01/03/2021,Idaho,ID,,,,,,,,,19119.0,,,19119.0,19119.0,
01/04/2021,Idaho,ID,,,,,,,,,19569.0,,,19569.0,,
01/05/2021,Idaho,ID,,,,,,,,,20843.0,,,20843.0,,
01/06/2021,Idaho,ID,,,,,,,,,22822.0,,,22822.0,,
01/07/2021,Idaho,ID,,,,,,,,,25416.0,,,25416.0,,
01/08/2021,Idaho,ID,,,,,,,,,28194.0,,,28194.0,25451.0,1355.0
01/09/2021,Idaho,ID,,,,,,,,,32100.0,,,32100.0,26760.0,2646.0
01/10/2021,Idaho,ID,,,,,,,,,34755.0,,,34755.0,27010.0,3865.0
01/11/2021,Idaho,ID,,,,,,,,,35842.0,,,35842.0,27152.0,4335.0
01/12/2021,Idaho,ID,,,,,,,,,38891.0,,,38891.0,27476.0,5692.0
01/13/2021,Idaho,ID,,,,,,,,,42607.0,,,42607.0,28016.0,7280.0
01/14/2021,Idaho,ID,,,,,,,,,46703.0,,,46703.0,28918.0,8859.0
01/15/2021,Idaho,ID,,,,,,,,,51233.0,,,51233.0,31685.0,9739.0
01/16/2021,Idaho,ID,,,,,,,,,58170.0,,,58170.0,37788.0,10152.0
01/17/2021,Idaho,ID,,,,,,,,,60805.0,,,60805.0,40386.0,10166.0
01/18/2021,Idaho,ID,,,,,,,,,60805.0,,,60805.0,40386.0,10166.0
01/19/2021,Idaho,ID,,,,,,,,,60805.0,,,60805.0,40386.0,10166.0
01/20/2021,Idaho,ID,,,,,,,,,69398.0,,,69398.0,47787.0,10762.0
01/21/2021,Idaho,ID,,,,,,,,,73209.0,,,73209.0,49555.0,11778.0
01/22/2021,Idaho,ID,,,,,,,,,77781.0,,,77781.0,51497.0,13093.0
01/23/2021,Idaho,ID,,,,,,,,,82475.0,,,82475.0,54895.0,13732.0
01/24/2021,Idaho,ID,,,,,,,,,86912.0,,,86912.0,58628.0,14082.0
01/25/2021,Idaho,ID,,,,,,,,,91066.0,,,91066.0,62058.0,14440.0
01/26/2021,Idaho,ID,,,,,,,,,93582.0,,,93582.0,64157.0,14648.0
01/27/2021,Idaho,ID,,,,,,,,,96896.0,,,96896.0,65664.0,15546.0
01/28/2021,Idaho,ID,,,,,,,,,102713.0,,,102713.0,68888.0,16843.0
01/29/2021,Idaho,ID,,,,,,,,,108364.0,,,108364.0,70316.0,19024.0
01/30/2021,Idaho,ID,,,,,,,,,114372.0,,,114372.0,73770.0,20301.0
12/14/2020,Illinois,IL,100000.0,,,100000.0,43000.0,,43000.0,,,,,,,
12/15/2020,Illinois,IL,100000.0,,,100000.0,43000.0,,43000.0,,,,,,,
12/16/2020,Illinois,IL,100000.0,,,100000.0,43000.0,,43000.0,,,,,,,
12/17/2020,Illinois,IL,100000.0,,,100000.0,43000.0,,43000.0,,,,,,,
12/18/2020,Illinois,IL,100000.0,,,100000.0,43000.0,,43000.0,,,,,,,
12/19/2020,Illinois,IL,100000.0,,,100000.0,43000.0,,43000.0,,,,,,,
12/20/2020,Illinois,IL,100000.0,,,100000.0,43000.0,,43000.0,,,,,,,
12/21/2020,Illinois,IL,100000.0,,,100000.0,43000.0,,43000.0,,,,,,,
12/22/2020,Illinois,IL,100000.0,,,100000.0,43000.0,,43000.0,,,,,,,
12/23/2020,Illinois,IL,100000.0,,,100000.0,43000.0,,43000.0,,,,,,,
12/24/2020,Illinois,IL,100000.0,,,100000.0,43000.0,,43000.0,,,,,,,
12/25/2020,Illinois,IL,100000.0,,,100000.0,43000.0,,43000.0,,,,,,,
12/26/2020,Illinois,IL,100000.0,,,100000.0,43000.0,,43000.0,,,,,,,
12/27/2020,Illinois,IL,100000.0,,,100000.0,43000.0,,43000.0,,,,,,,
12/28/2020,Illinois,IL,100000.0,,,100000.0,43000.0,,43000.0,,,,,,,
12/29/2020,Illinois,IL,100000.0,,,100000.0,43000.0,,43000.0,,,,,,,
12/30/2020,Illinois,IL,100000.0,,,100000.0,43000.0,,43000.0,,,,,,,
12/31/2020,Illinois,IL,100000.0,,,100000.0,43000.0,,43000.0,,,,,,,
01/01/2021,Illinois,IL,100000.0,,,100000.0,43000.0,,43000.0,,,,,,,
01/02/2021,Illinois,IL,100000.0,,,100000.0,43000.0,,43000.0,,,,,,,
01/03/2021,Illinois,IL,100000.0,,,100000.0,43000.0,,43000.0,,,,,,,
01/04/2021,Illinois,IL,100000.0,,,100000.0,43000.0,,43000.0,,,,,,,
01/05/2021,Illinois,IL,100000.0,,,100000.0,43000.0,,43000.0,,,,,,,
01/06/2021,Illinois,IL,100000.0,,,100000.0,43000.0,,43000.0,,,,,,,
01/07/2021,Illinois,IL,100000.0,,,100000.0,43000.0,,43000.0,,,,,,,
01/08/2021,Illinois,IL,100000.0,,,100000.0,43000.0,,43000.0,,,,,,,
01/09/2021,Illinois,IL,100000.0,,,100000.0,43000.0,,43000.0,,,,,,,
01/10/2021,Illinois,IL,100000.0,,,100000.0,43000.0,,43000.0,,,,,,,
01/11/2021,Illinois,IL,100000.0,,,100000.0,43000.0,,43000.0,,,,,,,
01/12/2021,Illinois,IL,,,,,869625.0,,,869625.0,353791.0,,,353791.0,208875.0,72458.0
01/13/2021,Illinois,IL,,,,,972050.0,,,972050.0,384658.0,,,384658.0,218528.0,83065.0
01/14/2021,Illinois,IL,,,,,972750.0,,,972750.0,414296.0,,,414296.0,230402.0,91947.0
01/15/2021,Illinois,IL,,,,,995000.0,,,995000.0,447348.0,,,447348.0,244008.0,101670.0
01/16/2021,Illinois,IL,,,,,1049675.0,,,1049675.0,471157.0,,,471157.0,263735.0,103711.0
01/17/2021,Illinois,IL,,,,,1049675.0,,,1049675.0,487040.0,,,487040.0,277184.0,104928.0
01/18/2021,Illinois,IL,,,,,1085750.0,,,1085750.0,495563.0,,,495563.0,284523.0,105520.0
01/19/2021,Illinois,IL,,,,,1085750.0,,,1085750.0,495563.0,,,495563.0,284523.0,105520.0
01/20/2021,Illinois,IL,,,,,1085950.0,,,1085950.0,508732.0,,,508732.0,291774.0,108479.0
01/21/2021,Illinois,IL,,,,,1388200.0,,,1388200.0,537740.0,,,537740.0,312094.0,112823.0
01/22/2021,Illinois,IL,,,,,1425075.0,,,1425075.0,572389.0,,,572389.0,330501.0,120944.0
01/23/2021,Illinois,IL,,,,,1446375.0,,,1446375.0,616677.0,,,616677.0,359739.0,128469.0
01/24/2021,Illinois,IL,,,,,1636775.0,,,1636775.0,657820.0,,,657820.0,389922.0,133949.0
01/25/2021,Illinois,IL,,,,,1636775.0,,,1636775.0,681473.0,,,681473.0,409235.0,136119.0
01/26/2021,Illinois,IL,,,,,1662775.0,,,1662775.0,692763.0,,,692763.0,416783.0,137990.0
01/27/2021,Illinois,IL,,,,,1764675.0,,,1764675.0,719995.0,,,719995.0,428451.0,145772.0
01/28/2021,Illinois,IL,,,,,1790350.0,,,1790350.0,773623.0,,,773623.0,453631.0,159996.0
01/29/2021,Illinois,IL,,,,,1789175.0,,,1789175.0,829488.0,,,829488.0,472120.0,178684.0
01/30/2021,Illinois,IL,,,,,1800575.0,,,1800575.0,887845.0,,,887845.0,498903.0,194471.0
01/01/2021,Indian Health Services,IDH,,,,,,,,,,,,,,
01/02/2021,Indian Health Services,IDH,,,,,,,,,,,,,,
01/03/2021,Indian Health Services,IDH,,,,,,,,,,,,,,
01/04/2021,Indian Health Services,IDH,,,,,,,,,,,,,,
01/05/2021,Indian Health Services,IDH,,,,,,,,,,,,,,
01/06/2021,Indian Health Services,IDH,,,,,,,,,,,,,,
01/07/2021,Indian Health Services,IDH,,,,,,,,,,,,,,
01/08/2021,Indian Health Services,IDH,,,,,,,,,,,,,,
01/09/2021,Indian Health Services,IDH,,,,,,,,,,,,,,
01/10/2021,Indian Health Services,IDH,,,,,,,,,,,,,,
01/11/2021,Indian Health Services,IDH,,,,,,,,,,,,,,
01/12/2021,Indian Health Services,IDH,,,,,,,,,,,,,,
01/13/2021,Indian Health Services,IDH,,,,,,,,,,,,,,
01/14/2021,Indian Health Services,IDH,,,,,,,,,,,,,,
01/15/2021,Indian Health Services,IDH,,,,,,,,,,,,,,
01/16/2021,Indian Health Services,IDH,,,,,,,,,,,,,,
01/17/2021,Indian Health Services,IDH,,,,,,,,,,,,,,
01/18/2021,Indian Health Services,IDH,,,,,,,,,,,,,,
01/19/2021,Indian Health Services,IDH,,,,,,,,,,,,,,
01/20/2021,Indian Health Services,IDH,,,,,292700.0,,,292700.0,104140.0,,,104140.0,76981.0,13348.0
01/21/2021,Indian Health Services,IDH,,,,,315325.0,,,315325.0,108975.0,,,108975.0,78761.0,14874.0
01/22/2021,Indian Health Services,IDH,,,,,323600.0,,,323600.0,117297.0,,,117297.0,81226.0,17778.0
01/23/2021,Indian Health Services,IDH,,,,,355475.0,,,355475.0,123534.0,,,123534.0,84927.0,18985.0
01/24/2021,Indian Health Services,IDH,,,,,357850.0,,,357850.0,143678.0,,,143678.0,99084.0,21677.0
01/25/2021,Indian Health Services,IDH,,,,,357850.0,,,357850.0,153784.0,,,153784.0,105200.0,23643.0
01/26/2021,Indian Health Services,IDH,,,,,357850.0,,,357850.0,155529.0,,,155529.0,105940.0,24145.0
01/27/2021,Indian Health Services,IDH,,,,,357950.0,,,357950.0,158282.0,,,158282.0,105979.0,25502.0
01/28/2021,Indian Health Services,IDH,,,,,386400.0,,,386400.0,165764.0,,,165764.0,106461.0,28995.0
01/29/2021,Indian Health Services,IDH,,,,,406525.0,,,406525.0,180226.0,,,180226.0,111263.0,33645.0
01/30/2021,Indian Health Services,IDH,,,,,423400.0,,,423400.0,191109.0,,,191109.0,116015.0,36548.0
12/16/2020,Indiana,IN,,,,,,,,,,,,,,
12/28/2020,Indiana,IN,,,,,,,,,,,,,,
12/29/2020,Indiana,IN,,,,,,,,,75842.0,,,75842.0,75842.0,0.0
12/30/2020,Indiana,IN,,,,,,,,,75842.0,,,75842.0,75842.0,0.0
12/31/2020,Indiana,IN,,,,,,,,,75842.0,,,75842.0,75842.0,0.0
01/01/2021,Indiana,IN,,,,,,,,,75842.0,,,75842.0,75842.0,0.0
01/02/2021,Indiana,IN,,,,,,,,,75842.0,,,75842.0,75842.0,0.0
01/03/2021,Indiana,IN,,,,,,,,,75842.0,,,75842.0,75842.0,0.0
01/04/2021,Indiana,IN,,,,,,,,,75842.0,,,75842.0,75842.0,0.0
01/05/2021,Indiana,IN,,,,,,,,,75842.0,,,75842.0,75842.0,0.0
01/06/2021,Indiana,IN,,,,,,,,,128611.0,,,128611.0,127441.0,585.0
01/07/2021,Indiana,IN,,,,,,,,,128611.0,,,128611.0,127441.0,585.0
01/08/2021,Indiana,IN,,,,,,,,,128611.0,,,128611.0,127441.0,585.0
01/09/2021,Indiana,IN,,,,,,,,,128611.0,,,128611.0,127441.0,585.0
01/10/2021,Indiana,IN,,,,,,,,,128611.0,,,128611.0,127441.0,585.0
01/11/2021,Indiana,IN,,,,,,,,,217259.0,,,217259.0,170047.0,23606.0
01/12/2021,Indiana,IN,,,,,,,,,235758.0,,,235758.0,172894.0,31432.0
01/13/2021,Indiana,IN,,,,,,,,,260166.0,,,260166.0,179604.0,40281.0
01/14/2021,Indiana,IN,,,,,,,,,287239.0,,,287239.0,190365.0,48437.0
01/15/2021,Indiana,IN,,,,,,,,,312193.0,,,312193.0,206597.0,52798.0
01/16/2021,Indiana,IN,,,,,,,,,338905.0,,,338905.0,226981.0,55962.0
01/17/2021,Indiana,IN,,,,,,,,,357633.0,,,357633.0,235965.0,60834.0
01/18/2021,Indiana,IN,,,,,,,,,366114.0,,,366114.0,239104.0,63505.0
01/19/2021,Indiana,IN,,,,,,,,,366114.0,,,366114.0,239104.0,63505.0
01/20/2021,Indiana,IN,,,,,,,,,389352.0,,,389352.0,245570.0,71891.0
01/21/2021,Indiana,IN,,,,,,,,,418472.0,,,418472.0,258716.0,79878.0
01/22/2021,Indiana,IN,,,,,,,,,449958.0,,,449958.0,274946.0,87506.0
01/23/2021,Indiana,IN,,,,,,,,,480338.0,,,480338.0,296458.0,91940.0
01/24/2021,Indiana,IN,,,,,,,,,513353.0,,,513353.0,324431.0,94461.0
01/25/2021,Indiana,IN,,,,,,,,,532804.0,,,532804.0,335770.0,98517.0
01/26/2021,Indiana,IN,,,,,,,,,540841.0,,,540841.0,340803.0,100019.0
01/27/2021,Indiana,IN,,,,,,,,,566575.0,,,566575.0,352827.0,106874.0
01/28/2021,Indiana,IN,,,,,,,,,590181.0,,,590181.0,364471.0,112855.0
01/29/2021,Indiana,IN,,,,,,,,,625370.0,,,625370.0,380862.0,122254.0
01/30/2021,Indiana,IN,,,,,,,,,646518.0,,,646518.0,391476.0,127521.0
12/11/2020,Iowa,IA,172000.0,77000.0,95000.0,,,,,,,,,,,
12/12/2020,Iowa,IA,172000.0,77000.0,95000.0,,,,,,,,,,,
12/13/2020,Iowa,IA,172000.0,77000.0,95000.0,,,,,,,,,,,
12/14/2020,Iowa,IA,172000.0,77000.0,95000.0,,,,,,,,,,,
12/15/2020,Iowa,IA,172000.0,77000.0,95000.0,,,,,,,,,,,
12/16/2020,Iowa,IA,172000.0,77000.0,95000.0,,,,,,,,,,,
12/17/2020,Iowa,IA,172000.0,77000.0,95000.0,,,,,,,,,,,
12/18/2020,Iowa,IA,172000.0,77000.0,95000.0,,,,,,,,,,,
12/19/2020,Iowa,IA,172000.0,77000.0,95000.0,,,,,,,,,,,
12/20/2020,Iowa,IA,172000.0,77000.0,95000.0,,,,,,,,,,,
12/21/2020,Iowa,IA,172000.0,77000.0,95000.0,,,,,,,,,,,
12/22/2020,Iowa,IA,172000.0,77000.0,95000.0,,,,,,,,,,,
12/23/2020,Iowa,IA,172000.0,77000.0,95000.0,,,,,,,,,,,
12/24/2020,Iowa,IA,172000.0,77000.0,95000.0,,,,,,,,,,,
12/25/2020,Iowa,IA,172000.0,77000.0,95000.0,,,,,,,,,,,
12/26/2020,Iowa,IA,172000.0,77000.0,95000.0,,,,,,,,,,,
12/27/2020,Iowa,IA,172000.0,77000.0,95000.0,,,,,,,,,,,
12/28/2020,Iowa,IA,172000.0,77000.0,95000.0,,,,,,,,,,,
12/29/2020,Iowa,IA,172000.0,77000.0,95000.0,,,,,,,,,,,
12/30/2020,Iowa,IA,172000.0,77000.0,95000.0,,,,,,,,,,,
12/31/2020,Iowa,IA,172000.0,77000.0,95000.0,,,,,,,,,,,
01/01/2021,Iowa,IA,172000.0,77000.0,95000.0,,,,,,,,,,,
01/02/2021,Iowa,IA,172000.0,77000.0,95000.0,,,,,,,,,,,
01/03/2021,Iowa,IA,172000.0,77000.0,95000.0,,,,,,,,,,,
01/04/2021,Iowa,IA,172000.0,77000.0,95000.0,,,,,,,,,,,
01/05/2021,Iowa,IA,172000.0,77000.0,95000.0,,,,,,,,,,,
01/06/2021,Iowa,IA,172000.0,77000.0,95000.0,,,,,,,,,,,
01/07/2021,Iowa,IA,172000.0,77000.0,95000.0,,,,,,,,,,,
01/08/2021,Iowa,IA,172000.0,77000.0,95000.0,,,,,,,,,,,
01/09/2021,Iowa,IA,172000.0,77000.0,95000.0,,,,,,,,,,,
01/10/2021,Iowa,IA,172000.0,77000.0,95000.0,,,,,,,,,,,
01/11/2021,Iowa,IA,172000.0,77000.0,95000.0,,,,,,,,,,,
01/12/2021,Iowa,IA,,,,,,,,,96686.0,52970.0,43602.0,114.0,85382.0,5652.0
01/13/2021,Iowa,IA,,,,,,,,,96686.0,52970.0,43602.0,114.0,85382.0,5652.0
01/14/2021,Iowa,IA,,,,,,,,,96686.0,52970.0,43602.0,114.0,85382.0,5652.0
01/15/2021,Iowa,IA,,,,,,,,,96686.0,52970.0,43602.0,114.0,85382.0,5652.0
01/16/2021,Iowa,IA,,,,,,,,,125776.0,64489.0,61287.0,,102658.0,11559.0
01/17/2021,Iowa,IA,,,,,,,,,125776.0,64489.0,61287.0,,102658.0,11559.0
01/18/2021,Iowa,IA,,,,,,,,,125776.0,64489.0,61287.0,,102658.0,11559.0
01/19/2021,Iowa,IA,,,,,,,,,125776.0,64489.0,61287.0,,102658.0,11559.0
01/20/2021,Iowa,IA,,,,,,,,,142614.0,69597.0,73017.0,,117406.0,12604.0
01/21/2021,Iowa,IA,,,,,,,,,142614.0,69597.0,73017.0,,117406.0,12604.0
01/22/2021,Iowa,IA,,,,,,,,,156296.0,75015.0,81281.0,,122588.0,16854.0
01/23/2021,Iowa,IA,,,,,,,,,156296.0,75015.0,81281.0,,122588.0,16854.0
01/24/2021,Iowa,IA,,,,,,,,,156296.0,75015.0,81281.0,,122588.0,16854.0
01/25/2021,Iowa,IA,,,,,,,,,156296.0,75015.0,81281.0,,122588.0,16854.0
01/26/2021,Iowa,IA,,,,,,,,,156296.0,75015.0,81281.0,,122588.0,16854.0
01/27/2021,Iowa,IA,,,,,,,,,156296.0,75015.0,81281.0,,122588.0,16854.0
01/28/2021,Iowa,IA,,,,,362875.0,,,362875.0,204196.0,,,204196.0,129399.0,36067.0
01/29/2021,Iowa,IA,,,,,391575.0,,,391575.0,212497.0,,,212497.0,128864.0,40477.0
01/30/2021,Iowa,IA,,,,,398600.0,,,398600.0,224347.0,,,224347.0,127870.0,46785.0
12/14/2020,Kansas,KS,150000.0,,,150000.0,,,,,,,,,,
12/15/2020,Kansas,KS,,,,,24000.0,,24000.0,,,,,,,
12/21/2020,Kansas,KS,,,,,41629.0,49000.0,41550.0,,,,,,,
01/08/2021,Kansas,KS,,,,,,,,,56480.0,,,56480.0,,
01/09/2021,Kansas,KS,,,,,,,,,56480.0,,,56480.0,,
01/10/2021,Kansas,KS,,,,,,,,,56480.0,,,56480.0,,
01/11/2021,Kansas,KS,,,,,,,,,77217.0,,,77217.0,,
01/12/2021,Kansas,KS,,,,,,,,,84555.0,,,84555.0,,
01/13/2021,Kansas,KS,258300.0,132900.0,125400.0,,,,,,93885.0,,,93885.0,,
01/14/2021,Kansas,KS,258300.0,132900.0,125400.0,,,,,,98130.0,,,98130.0,,
01/15/2021,Kansas,KS,258300.0,132900.0,125400.0,,202225.0,,,202225.0,103504.0,46908.0,56596.0,,72913.0,15295.0
01/16/2021,Kansas,KS,258300.0,132900.0,125400.0,,202225.0,,,202225.0,103504.0,46908.0,56596.0,,72913.0,15295.0
01/17/2021,Kansas,KS,258300.0,132900.0,125400.0,,202225.0,,,202225.0,103504.0,46908.0,56596.0,,72913.0,15295.0
01/18/2021,Kansas,KS,258300.0,132900.0,125400.0,,202225.0,,,202225.0,117434.0,51941.0,65493.0,,85586.0,15924.0
01/19/2021,Kansas,KS,258300.0,132900.0,125400.0,,202225.0,,,202225.0,117434.0,51941.0,65493.0,,85586.0,15924.0
01/20/2021,Kansas,KS,258300.0,132900.0,125400.0,,202225.0,,,202225.0,117434.0,51941.0,65493.0,,85586.0,15924.0
01/21/2021,Kansas,KS,258300.0,132900.0,125400.0,,202225.0,,,202225.0,129349.0,59162.0,70043.0,144.0,93920.0,17712.0
01/22/2021,Kansas,KS,356790.0,150000.0,206790.0,,202225.0,,,202225.0,129349.0,59162.0,70043.0,144.0,93920.0,17712.0
01/23/2021,Kansas,KS,356790.0,150000.0,206790.0,,255550.0,,,255550.0,143856.0,67725.0,75984.0,147.0,101859.0,20999.0
01/24/2021,Kansas,KS,356790.0,150000.0,206790.0,,255550.0,,,255550.0,143856.0,67725.0,75984.0,147.0,101859.0,20999.0
01/25/2021,Kansas,KS,356790.0,150000.0,206790.0,,255550.0,,,255550.0,143856.0,67725.0,75984.0,147.0,101859.0,20999.0
01/26/2021,Kansas,KS,356790.0,150000.0,206790.0,,255550.0,,,255550.0,157520.0,74042.0,83323.0,155.0,107084.0,25218.0
01/27/2021,Kansas,KS,356790.0,150000.0,206790.0,,255550.0,,,255550.0,157520.0,74042.0,83323.0,155.0,107084.0,25218.0
01/28/2021,Kansas,KS,356790.0,150000.0,206790.0,,392675.0,,,392675.0,177350.0,85541.0,91649.0,160.0,121141.0,28105.0
01/29/2021,Kansas,KS,410115.0,184800.0,225315.0,,392675.0,,,392675.0,177350.0,85541.0,91649.0,160.0,121141.0,28105.0
01/30/2021,Kansas,KS,410115.0,184800.0,225315.0,,412375.0,,,412375.0,205114.0,102870.0,102081.0,163.0,131568.0,36773.0
12/14/2020,Kentucky,KY,147000.0,109000.0,38000.0,,2925.0,,2925.0,,,,,,,
12/22/2020,Kentucky,KY,84275.0,,,,,,,,8839.0,,,8839.0,8839.0,
12/23/2020,Kentucky,KY,87625.0,,,,76433.0,,,,11192.0,,,11192.0,11192.0,
12/24/2020,Kentucky,KY,87625.0,,,,76433.0,,,,11192.0,,,11192.0,11192.0,
12/25/2020,Kentucky,KY,87625.0,,,,76433.0,,,,11192.0,,,11192.0,11192.0,
12/26/2020,Kentucky,KY,87625.0,,,,76433.0,,,,11192.0,,,11192.0,11192.0,
12/27/2020,Kentucky,KY,87625.0,,,,76433.0,,,,11192.0,,,11192.0,11192.0,
12/28/2020,Kentucky,KY,87625.0,,,,76433.0,,,,11192.0,,,11192.0,11192.0,
12/29/2020,Kentucky,KY,,,,,107525.0,,,107525.0,28938.0,,,28938.0,28938.0,
12/30/2020,Kentucky,KY,,,,,120900.0,,,120900.0,34376.0,,,34376.0,34376.0,
12/31/2020,Kentucky,KY,,,,,120900.0,,,120900.0,34376.0,,,34376.0,34376.0,
01/01/2021,Kentucky,KY,,,,,120900.0,,,120900.0,34376.0,,,34376.0,34376.0,
01/02/2021,Kentucky,KY,,,,,120900.0,,,120900.0,34376.0,,,34376.0,34376.0,
01/03/2021,Kentucky,KY,,,,,120900.0,,,120900.0,34376.0,,,34376.0,34376.0,
01/04/2021,Kentucky,KY,,,,,122100.0,,,122100.0,60414.0,,,60414.0,60414.0,
01/05/2021,Kentucky,KY,,,,,204450.0,,,204450.0,66582.0,,,66582.0,,
01/06/2021,Kentucky,KY,,,,,227850.0,,,227850.0,77349.0,,,77349.0,,
01/07/2021,Kentucky,KY,,,,,238575.0,,,238575.0,92938.0,,,92938.0,,
01/08/2021,Kentucky,KY,,,,,239550.0,,,239550.0,107799.0,,,107799.0,,
01/09/2021,Kentucky,KY,,,,,239550.0,,,239550.0,107799.0,,,107799.0,,
01/10/2021,Kentucky,KY,,,,,239550.0,,,239550.0,107799.0,,,107799.0,,
01/11/2021,Kentucky,KY,,,,,262950.0,,,262950.0,130355.0,,,130355.0,,
01/12/2021,Kentucky,KY,,,,,324550.0,,,324550.0,140636.0,,,140636.0,,
01/13/2021,Kentucky,KY,,,,,324650.0,,,324650.0,153498.0,,,153498.0,,
01/14/2021,Kentucky,KY,,,,,324650.0,,,324650.0,172537.0,,,172537.0,,
01/15/2021,Kentucky,KY,,,,,325625.0,,,325625.0,190547.0,,,190547.0,,
01/16/2021,Kentucky,KY,,,,,325625.0,,,325625.0,190547.0,,,190547.0,,
01/17/2021,Kentucky,KY,,,,,325625.0,,,325625.0,190547.0,,,190547.0,,
01/18/2021,Kentucky,KY,,,,,332450.0,,,332450.0,213567.0,,,213567.0,,
01/19/2021,Kentucky,KY,,,,,332450.0,,,332450.0,213567.0,,,213567.0,,
01/20/2021,Kentucky,KY,,,,,332450.0,,,332450.0,221440.0,,,221440.0,,
01/21/2021,Kentucky,KY,,,,,444325.0,,,444325.0,232127.0,,,232127.0,,
01/22/2021,Kentucky,KY,,,,,450175.0,,,450175.0,250867.0,,,250867.0,,
01/23/2021,Kentucky,KY,,,,,450175.0,,,450175.0,250867.0,,,250867.0,,
01/24/2021,Kentucky,KY,,,,,466700.0,,,466700.0,267577.0,,,267577.0,,
01/25/2021,Kentucky,KY,,,,,466700.0,,,466700.0,267577.0,,,267577.0,,
01/26/2021,Kentucky,KY,,,,,466700.0,,,466700.0,308812.0,,,308812.0,,
